,message,Polarite
2111,Amina,1
2112,Barravo,1
2113,Y’a une majorité silencieux vive la police du Mali ,1
2114,Si la police a arrété les manifestants il faut qu il aille aussi au centre ou au nord pour arrêter Amadou kouffa et iyad AG Ali aussi,1
2115,Bravo,1
2118,Trebien.enprison,-1
2123,"C'est pas toi qui dit , qu il dois rester jusqu'à 2025 . Enfoirés",-1
2125,Pourquoi pleurer en faisant appel aux autres.Assumez  ce que vous avez semé.,1
2127,C'est bien ,1
2128,Du courage ,1
2129,Du courage ,1
2130,C'est ça walaye,1
2131,C'est bien ,1
2132,Qu'il dégage ce président qui n'a mm pas l'amour de son pays,1
2133,La lutte continue Frère nous sommes ensemble ,1
2134,Merci m5,1
2135,Aw ni sogoma,1
2136,Courage les frères Que Allah vous protége,1
2137,vraiment mes felicitations au M5 RFP une strategie assez intelligente,1
2138,Merci les gars ,1
2139,Vive le Mali vive M5 RFP,1
2140,Merci beaucoup ,1
2141,La lutte continue ,1
2143,Courage a vous mes freres,1
2144,Okelendo IBK dégage ,1
2145,Inchalla bonne chance,1
2146,Vous  êtes des idiots sans travail fout nous la paix,1
2147,Bonne continuation,1
2148,Pourquoi tu ne propose pas un job pour eux ,1
2149,Ko ka population perturbé wa he Allah,1
2150,IBK va partir ,-1
2151,Vous êtes la fierté bravo ,1
2152,N importe quoi ,-1
2154,Cool Mes amis ,1
2155,😀😀😀😀 n'importe quoi,-1
2156,Nous sommes derrière vous,1
2157,Ibk FO 2023 ,1
2158,Y'a rien en face ,1
2160,I B K. Do 2023,1
2162,S'ils font ça c'est juste pour les choses changent que chaque malien soit bien traité  En plus c'est un combat Pacifique et noble,-1
2163,Dégage ibk ,-1
2165,Dégage ibk,-1
2166,Vous êtes où actuellement ,1
2167,Que le bon Dieu protège le Mali et Maliens,1
2168,Vive ibk,1
2170,Vive M5 ,1
2171,Dégagé ibk ,-1
2173,Nous sommes fier de vous vive le Mali vive la jeunesse ,1
2174,Du courage vie Mali vie people ,1
2175,Dih tout station Il n’a fermé ,1
2176,C'est des gens comme vous qui ont vendu ce pays,1
2177,Allez travailler ce mieux pour vous ,1
2178,Il me semble que toi-même tu n'as pas de travail,1
2179,Cool,1
2180,Des vaux rien réunit ,1
2182,Aba la France ,-1
2183,il est fatigué ton klaxon 😄,1
2184,Et toi tu fais quoi en ce temps là ? Tu n'as pas d travail à faire pathétique ,-1
2185,Il est chaumage ,-1
2186,OK mais proposer la solution au président ce mieux de déstabiliser le pay omo approchez vous de lui,-1
2187,J'aimerais vraiment savoir si tu vis au Mali,1
2188,Moi je SS au travail mon frère ,1
2189,Des délinquants,-1
2190,C'est pas comme ça que vous allez trouver du travail bande de lache,1
2191,C’est quoi le sujet,1
2192,Un peux de respect ,1
2193,Va chié,-1
2194,A ba ibk a ba ibk a ba ibk a ba ibk a ba ,-1
2195,Vous êtes modies,-1
2196,A ba ibk a ba ibk a ba ,-1
2197,Bravo,1
2198,Mon va chie ont dit pas ba mais à part ,-1
2199,Bravo les malien,1
2200,dieu merci moi je travail walaye je ne suis pas la pour ibk mais pour mon pay j'ai peur de la guerre civile dans mon pay maliba,1
2201,Tu as peur de la guerre ,1
2202,Ya pas de monde,1
2203,Bien merci ,1
2204,Après la guerre c'est la paix mn frère ,1
2205,Ibk2023,1
2206,Même pas quarantaine de personnes des voleurs,1
2207,Oui bien sur je suis au grand marché ,1
2208,"Courage, abondonnez pas",1
2210,Toi aussi tu fais partie de la nouvelle M5,1
2211,Faut appeler tes parents,1
2213,Nous sommes au chômage depuis que IBK est là ,1
2214,Cliquez le lien pour visiter  ce pages de témoignages (Svp partager dans 5groupes)  https://www.facebook.com/113322963777802/posts/113603460416419/?app=fbl,1
2215,💪💪💪👍,1
2216,Chacun est libre de choisir son camp mais respecter les uns et les autres ,-1
2217,Trouvez une autre solution a la niable ce mieux mes frères et soeurs ,-1
2219,vous faites de travail audacieux ,1
2220,Cliquez le lien pour visiter  ce pages de témoignages (Svp partager dans 5groupes)  https://www.facebook.com/113322963777802/posts/113603460416419/?app=fbl,1
2221,"Nous avons perdu combien de frère, combien de soldats sont morts, combien de  famille déplacer",-1
2222,🤮🤮🤮🤮🤮🤮🤑🤑🤑🤑,1
2224,regarde,0
2225,Ibk dégage bâtards ,-1
2226,Vive m5 ibk ba,1
2227,Merci beaucoup m5 rfp,1
2228,Ibk tu es têtu hien tu attends quoi pour démissionner ,0
2229,A bat ibk,-1
2230,vous c'est fatigue pour rien ,-1
2232,Toi tu e malade,-1
2234,Il faut nous montre la situation ,0
2235,iboda boy,-1
2237,Envoyez pas il faut plus mais il faut pas avoir peur,-1
2238,Se ta mère que fatigué pour rien ,-1
2239,La solution c ibk il doit partir,-1
2240,Mais conseillons nos camarades de ne pas toucher les services privés et les ambassades cela nous expose sinon la stratégie est très sages ,1
2241,Que dieu vous bénisse ,1
2242,"Des chômeurs,des badauds ,des vagabonds qui ne foutent rien que  la merde ,qui embêtent le monde ,vous allez voir si vous pensez que  c'est comme ça que vous allez construire le Mali .",-1
2243,Vive m5,1
2244,Si tu connais vraiment la paie???,-1
2245,Bravo la jeunesse malienne maintenant il faut avertir les journalistes et les medias internationnaux de la fermeture totale de l'aetoport de Bamako -Senou demain et jusqu'a nouvel ordre. Un gros coup dur qui poussera les occidentaux a demander a IBK de partir,1
2248,"Fermez tout jusqu’à nouvel ordre. Ce mouton sans queue , sanguinaire, assassin, criminel et apatride d IBK doit jeter l éponge . S il ne veut pas démissionner qu il soit pris vivant ou mort . Il mérite la mort car il a tué 23 jeunes mains nues . Il est un assassin criminel!",-1
2249,Ousmane Rashford quel combat pacifique et les gens qui sont empêché pour leur papier à la masirie aujourd'hui qu'est-ce qu'ils vont dire et,0
2250,Oumou Dia Bien sur. Mais tu te trompes walaye. C'est ton incapable de président qui vous embête.,-1
2251,Oui d'accord chômeur. Mais il ya combien de travailleur qui ont payé pour avoir leur travail. Un pays pourri par la corruption. Du n'importe quoi waaaiiii,-1
2252,Ousmane Berthe  cv allez mon frère mais avec la sagesse ,1
2253,Bravo,1
2254,Vive le Mali 🇲🇱 de kace ibk,1
2255,"Vous ne nourrissent pas les gens, et vous les demandez de rester à la maison pourquoi ?",-1
2256,Merci,1
2257,Dégagé ibk président maudit,-1
2260,C'est étonnant que il n'y a pas mort 🤔,-1
2262,On sans fou. Des terroristes ennemis du peuples Maliens. ,-1
2263,Cool,1
2264,"DES CHÔMEURS QUI DEMANDENT AUX TRAVAILLEURS DE RESTER À LA MAISON, QUELLE IRONIE!",-1
2265,Ok,1
2266,"Allez y vous faire foutre des fils de merde. Même âpres IBK vous resterez des malheureux, les épines dans vos derrières resterons éternellement. Personne n est responsable de vos malheurs . Fils de merde ",-1
2267,Allahou akbar,1
2268,Bon rétablissement,1
2269,Bonne guérison,1
2270,Mais il y a personne on ne voit que le feu où sont t-ils partir a😀😀😀,0
2271,Brûlé le bien public c'est une désobéissance civile ?,0
2272,Respect,1
2273,merci,1
2274,Vous n'avez même pas honte de mentir. N'importe quoi,-1
2275,Limame djihadis tu na pas du tout nonble wa i te ali horoye regarde lislame demand la paix a ni sabali a be courane kono les group goro bara on ta rappel de courane jour pace tu reponde au bacare kafiri fima ala djoukou non desole le petite limame,-1
2276,Tu pue rien contre ibk par ce que ile ta donne mange et largan plus ta soiye ces ta bouche qui a dit ça plus an tere ta mama que ce que tu ve de lui horon kolo tasi bali,-1
2278,Je suis là,0
2280,Hahaha hahaha,0
2281,Ko Mou?,0
2284,Où ça,0
2285,OK D'accord ,0
2286,Les fils de nana personne n est responsable de vos malheurs . Vous resterez éternellement des malheurs fils de merde . La rizee du monde ,-1
2287,Mes frères reposez  vous c'est mieux,-1
2290,Ibk dois protèger laba d'abord,0
2292,Allah akbar,1
2294,Paix à leurs âmes,-1
2295,Allah ka hinè à tabaw bè lajelela,-1
2296,"Binkannikelaw fosi tè Mali in kono ni, faransi sordasiw tè, olu de be tiyènin bée ke Mali Kino!!!!😡😡😡",-1
2297,Col,1
2298,👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,-1
2299,Appellez au 75 58 31 54,0
2300,Dégagé ibk ,-1
2301,Ibk +Ibk =0000000000,-1
2302,Je vous suit depuis Italie ,0
2309,On dirait un gros village ,0
2310,Diarra Adam's tu n'es plus Malien!,0
2311,Bourama Diarra t’as bien vu même ,0
2313,😂😂😂😂😂😂,1
2314,Ok,1
